,HCS,GRF,SR,PSC
0,1.125096000000001,9.22342399999999,51.09110000000006,3.716607519692074e+21
1,2.442300000000002,20.467808000000012,231.10219999999973,7.392740582218489e+20
2,0.6968459999999994,36.97838700000002,213.98149999999984,1.3958194278103817e+21
3,1.5597000000000014,36.36858200000003,218.7751999999998,1.250475502964143e+20
4,2.632146000000002,19.81111299999998,224.25119999999978,3.817562993244308e+21
5,1.1249179999999988,9.219867999999996,51.09360000000006,3.079358904813771e+21
6,1.3368750000000005,11.952259999999983,78.03900000000013,7.283420311699163e+21
7,1.7071739999999982,16.60123399999999,130.29060000000013,6.784720905721603e+21
8,1.9889690000000022,18.91888600000001,166.84640000000013,4.532038738493598e+21
9,1.943228999999999,17.128752000000006,150.86340000000015,4.1445964700618887e+21
10,0.9058630000000005,33.74390300000001,202.33999999999986,1.7856500308922626e+21
11,1.3853950000000004,14.05749399999999,94.23210000000012,4.556183109046628e+21
12,2.1515730000000026,19.12732799999999,180.02259999999998,4.415307307808615e+21
13,1.3658679999999992,12.075723000000009,81.15710000000014,4.4838778723770475e+21
14,2.6080119999999996,19.67477000000001,219.12669999999966,3.5330417132039066e+21
15,2.147306000000002,19.115282000000015,179.99740000000008,4.6370260711419575e+21
16,1.1949659999999989,9.51355899999999,56.08660000000007,2.9032494937101723e+21
17,1.6394140000000024,14.751144000000002,113.4897000000002,4.1274155975145596e+21
18,1.1440909999999997,29.286623,209.64810000000008,2.4236253187372194e+21
19,0.9843010000000006,34.269469000000015,217.55290000000002,9.254595735739063e+20
20,1.4436539999999995,14.196854000000005,97.68340000000013,6.16438025204076e+21
21,1.4713239999999999,14.234222999999984,100.42090000000012,6.011956105061995e+21
22,1.6395350000000022,14.752342000000004,113.4298000000002,4.34368536015487e+21
23,1.5082770000000005,14.445989999999986,103.05000000000018,6.461021118028235e+21
24,1.4888349999999975,36.35600900000003,218.54879999999997,1.3555782273426828e+20
25,1.414807999999999,33.43311299999996,218.9688000000002,2.208238909948483e+20
26,1.2025779999999993,9.512554000000007,57.09000000000008,3.7694109475557584e+21
27,0.8270230000000005,34.259046,216.07059999999979,1.485090760568438e+21
28,2.470882999999997,20.272957000000016,227.45640000000026,2.4545548858649157e+21
29,1.166975,9.441236999999996,54.089200000000055,3.933016272418018e+21
30,2.219644000000002,21.659140999999998,214.69859999999994,6.6357658067478e+21
31,1.8887980000000022,17.076912000000004,145.76930000000024,5.071970105939611e+21
32,1.2032400000000019,11.515991000000003,69.13390000000008,4.091164745257792e+21
33,1.5825240000000012,14.595923,108.7978000000002,5.662997806575316e+21
34,1.7440420000000003,24.114412999999992,214.37429999999986,3.2531203493811674e+21
35,2.118003000000002,22.036677000000022,219.6328999999997,3.373098604700161e+21
36,1.7269539999999992,16.74027500000002,132.9781000000002,4.1848282064761887e+21
37,2.010398000000002,25.827997999999965,226.89299999999992,4.217604864344306e+20
38,1.2032449999999986,11.531960000000005,69.10950000000011,2.905517152734889e+21
39,1.432170000000001,14.22496600000001,97.24750000000016,5.448586951413384e+21
40,0.8828019999999992,34.05612399999998,216.20410000000027,1.2726145420678065e+21
41,1.2450340000000018,11.707727000000013,72.33900000000011,5.817680943681291e+21
42,2.1877739999999997,21.82129300000005,218.2204999999997,3.6255648831376206e+21
43,1.5325289999999978,14.511225000000007,105.13910000000018,5.20818330222576e+21
44,1.7676869999999993,23.63317900000002,227.81070000000014,2.0734224446795387e+21
45,2.2514179999999975,21.584631999999978,216.3805999999999,3.8390851633815235e+21
46,0.9780319999999995,32.161291999999975,209.14920000000038,1.6811295264205706e+21
47,1.670299,24.526933000000017,217.4163999999997,2.962083464861618e+21
48,1.2773239999999997,28.47410399999999,221.44610000000003,1.609726167834721e+21
49,1.239149999999999,11.63285900000001,72.12130000000009,5.324673959271675e+21
50,1.4918899999999997,14.413624999999994,102.29990000000018,4.939239233724123e+21
51,2.0678279999999987,22.261246000000025,221.87350000000004,3.149183462840402e+21
52,1.9672239999999965,22.676037999999995,223.4851,3.016169451009303e+21
53,2.2744130000000014,20.87880599999999,230.61650000000012,1.9952195061261255e+21
54,1.304534999999998,11.807235000000007,76.04360000000011,4.761854556306454e+21
55,1.3254690000000022,26.925074000000013,212.2203999999999,4.01724013992349e+21
56,1.7946380000000008,30.46776699999999,221.2132000000001,1.7761503614837667e+20
57,1.0426629999999992,31.297293999999994,205.31399999999996,1.9720932278265216e+21
58,1.327747999999999,28.001187,219.45309999999972,1.7092487284652505e+21
59,1.3657150000000018,27.306475999999975,216.48660000000004,1.8777064875303887e+21
60,1.397533999999999,26.76723800000002,213.1387999999998,2.633100029034156e+21
61,0.9950229999999999,33.73982700000002,216.56869999999978,1.0855353801303076e+21
62,2.4217309999999994,20.478281000000006,231.06079999999977,6.845979784124988e+20
63,1.520765999999998,25.533913000000002,222.3234999999999,2.281771900680744e+21
64,1.3535290000000015,11.972153999999994,79.6815000000001,5.752596760387578e+21
65,2.314723999999997,20.769368999999998,230.63789999999997,1.5146744482043574e+21
66,0.9857569999999992,31.989088999999957,208.43610000000012,1.820987635038286e+21
67,1.845250000000002,16.899756000000018,142.07250000000013,4.5922337467326446e+21
68,1.6076610000000002,14.667733999999994,110.79940000000019,4.046143486876635e+21
69,1.082359,36.70559300000005,216.36490000000015,3.4347501576503224e+20
70,2.0417549999999993,23.17952600000001,228.61189999999996,7.689107378784753e+20
71,1.203966000000002,11.57256100000001,69.1977000000001,5.250909592214471e+21
72,0.8333029999999999,36.88326899999995,214.76009999999988,8.28960124038776e+20
73,2.0956789999999987,22.177568000000033,220.49729999999983,3.219052130651758e+21
74,0.9435520000000005,36.78987099999995,215.16280000000003,5.3248119316781826e+20
75,1.2844870000000008,11.728894999999989,75.11090000000009,2.5038175058660483e+21
76,1.794733000000002,16.860691000000013,137.55820000000023,4.750050208038456e+21
77,1.8379449999999997,16.923989000000017,141.3961000000002,4.3885943047900034e+21
78,2.3639279999999996,20.604614000000023,228.80699999999976,2.3019434931847126e+21
79,1.8244170000000028,23.243656999999985,225.99509999999995,2.1254901295458073e+21
80,1.3763790000000007,28.78061500000003,223.03749999999962,1.1925330840060308e+21
81,1.6112110000000002,24.794897999999993,219.04110000000026,2.48354818666619e+21
82,2.295568000000001,20.779357999999974,230.15690000000038,2.201647428829073e+21
83,1.7015780000000018,26.106346999999985,226.09349999999978,9.011764582608102e+20
84,1.7784249999999977,16.765016000000017,136.74150000000012,4.118795960876998e+21
85,1.801656000000001,30.938287000000027,223.3498000000002,1.948580878903481e+20
86,1.8793910000000016,22.99776900000002,225.10299999999998,2.3178484129568318e+21
87,0.9715790000000016,31.425816,204.6384999999999,2.470009718331804e+21
88,0.9981319999999989,31.552233000000033,219.27890000000022,1.8450923783871545e+21
89,1.2944649999999993,28.922346000000015,222.56740000000005,1.2299862028052838e+21
90,1.4263510000000001,26.322853,224.53920000000002,2.1544020814944933e+21
91,2.3580170000000016,20.63390199999999,228.69929999999974,2.2613009485792102e+21
92,2.611475000000004,19.82802500000001,225.08760000000007,3.4912701693766753e+21
93,1.5608179999999974,14.555115000000002,107.59830000000017,4.2702356824183884e+21
94,1.6462759999999992,24.754335000000005,218.3898,2.751671691357219e+21
95,1.9202130000000002,22.92015499999999,224.60219999999975,2.468779627992873e+21
96,0.9441529999999994,36.60134399999994,214.82929999999996,5.819222103082345e+20
97,1.3384110000000013,31.203406,220.7558,6.202897089304051e+20
98,1.066258999999999,34.13650499999997,218.1745000000002,7.0180173426342e+20
99,1.0216750000000006,30.548127999999977,215.95699999999985,2.3151700307703552e+21
